"dissMeasure","clustMethod","k","clusteringResult.545a22eafd19ec4943e33996","clusteringResult.545a37d1fd19ec4943e365ad","clusteringResult.545a37d8fd19ec4943e36647","clusteringResult.545a37e6fd19ec4943e36807","clusteringResult.545a37fcfd19ec4943e36bc1","clusteringResult.545a382dfd19ec4943e3747d","clusteringResult.545a3895fd19ec4943e38910","clusteringResult.545a38ebfd19ec4943e38ec5","clusteringResult.545a3910fd19ec4943e390af","clusteringResult.545a3974fd19ec4943e39daf","clusteringResult.545a3a29fd19ec4943e3c91d","clusteringResult.545a3a75fd19ec4943e3d63c","clusteringResult.545a3abcfd19ec4943e3de1f","clusteringResult.56152346334cf1dc03a2d0e6","clusteringResult.5615239c334cf1dc03a2e646","clusteringResult.561523ce334cf1dc03a2f363","clusteringResult.561523d9334cf1dc03a2f6ff","clusteringResult.56152412334cf1dc03a30d55","clusteringResult.56152437334cf1dc03a31b65","clusteringResult.56152463334cf1dc03a332aa","clusteringResult.56152488334cf1dc03a34151","clusteringResult.561524b0334cf1dc03a34e06","clusteringResult.561524cb334cf1dc03a35a3b","clusteringResult.561524e9334cf1dc03a3675d","clusteringResult.56152503334cf1dc03a37144","clusteringResult.5615254e334cf1dc03a397cd","clusteringResult.56152560334cf1dc03a39fa3","clusteringResult.56152562334cf1dc03a3a0bc","clusteringResult.56152591334cf1dc03a3b7e9","clusteringResult.561525d6334cf1dc03a3d877","clusteringResult.56152fb1334cf1dc03a3fb18","clusteringResult.5617c5c38924e2483a07c45d","clusteringResult.5617c6cb8924e2483a07f182","clusteringResult.5617c6e58924e2483a07fa10","clusteringResult.5617c71e8924e2483a080b78","clusteringResult.5617c73a8924e2483a08135f","clusteringResult.5617c7558924e2483a081b8a","clusteringResult.5617c7818924e2483a0825bd","clusteringResult.5617c78d8924e2483a0829b6","clusteringResult.5617c7a58924e2483a08315c","clusteringResult.5617c7ea8924e2483a084b95","clusteringResult.5617c81b8924e2483a08628b","clusteringResult.5617c81f8924e2483a086427","clusteringResult.5617c8218924e2483a086528","clusteringResult.5617c83e8924e2483a086f87","clusteringResult.5617c8598924e2483a087b63","clusteringResult.5617c8618924e2483a0880a9","clusteringResult.5617c87e8924e2483a088ef7","clusteringResult.5617c8858924e2483a0891b8","clusteringResult.5617c8a68924e2483a08a1a3","clusteringResult.5617c8be8924e2483a08acc5","clusteringResult.5617c8c68924e2483a08b040","clusteringResult.561cf3818924e2483a08f28a","clusteringResult.56d48107e87d2bca77555623","clusteringResult.56d5b8ade87d2bca775562a2","ASW","CH","PH"
"FRECHET","hclust",7,1,2,1,1,2,3,4,5,3,5,3,3,1,3,5,3,1,3,3,2,4,6,1,2,3,3,1,2,5,5,5,1,3,3,1,2,3,3,2,3,2,3,1,3,3,3,1,3,1,1,1,7,3,5,7,0.536852605164199,331.507183869711,0.449271072815431
"FRECHET","hclust",8,1,2,1,1,3,4,5,6,4,6,4,4,1,4,6,4,1,4,4,3,5,7,1,3,4,4,1,2,6,6,6,1,4,4,1,3,4,4,2,4,2,4,1,4,4,4,1,4,1,1,1,8,4,6,8,0.525444111556224,323.042048585946,0.438456045308275
"FRECHET","diana",2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0.706883958315102,86.6577577289547,0.771814574435893
"FRECHET","diana",3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,0.615746102384306,59.7000009257455,0.773676054258209
"FRECHET","diana",4,1,2,1,1,2,1,3,2,1,2,1,1,1,1,2,1,1,1,1,2,3,3,2,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,2,4,0.543826498650387,142.991204598409,0.578430100754375
"FRECHET","diana",5,1,2,1,1,2,1,3,4,1,4,1,1,1,1,4,1,1,1,1,2,3,3,4,2,1,1,1,2,4,4,4,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,5,1,4,5,0.451292909497019,161.658084512625,0.556815378696744
"FRECHET","diana",6,1,2,1,1,2,1,3,4,1,4,1,1,1,1,4,1,1,1,1,2,3,5,4,2,1,1,1,2,4,4,4,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,6,1,4,6,0.439294848432524,141.012387699973,0.55636344450822
"FRECHET","diana",7,1,2,1,1,2,3,4,5,3,5,3,3,1,3,5,3,1,3,3,2,4,6,5,2,3,3,1,2,5,5,5,1,3,1,1,2,3,1,2,1,2,3,1,3,1,3,1,3,1,1,1,7,1,5,7,0.604611611899049,496.080746639104,0.454193345616063
"FRECHET","diana",8,1,2,1,1,3,4,5,6,4,6,4,4,1,4,6,4,1,4,4,3,5,7,6,3,4,4,1,2,6,6,6,1,4,1,1,3,4,1,2,1,2,4,1,4,1,4,1,4,1,1,1,8,1,6,8,0.591193512231504,523.294156257805,0.443789626510343
"DTWARP","PAM",2,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,0.519736479960838,55.5735615328655,0.351279503045202
"DTWARP","PAM",3,1,1,1,1,1,2,1,2,3,3,1,2,2,1,1,3,1,2,3,1,2,2,2,2,1,1,2,1,3,3,1,2,1,3,1,1,2,3,2,1,1,1,1,1,3,3,1,3,2,2,3,2,2,1,1,0.422510272487175,68.9901452007534,0.372286356834365
"DTWARP","PAM",4,1,1,2,1,1,3,1,2,4,4,1,3,3,2,1,4,1,3,4,2,2,3,3,2,1,1,2,1,3,3,1,3,2,4,2,1,2,3,3,1,1,1,2,2,4,3,2,4,2,2,4,2,2,2,1,0.389305978110483,68.4001284075851,0.34450341336992
"DTWARP","PAM",5,1,1,2,1,1,3,1,2,4,4,1,3,3,2,1,4,1,3,5,2,2,3,3,2,1,1,2,1,3,3,1,3,2,4,2,1,2,3,3,1,1,1,2,2,4,3,2,4,2,2,4,2,2,2,1,0.41130973730106,102.560430438233,0.357992445945633
"DTWARP","PAM",6,1,1,2,1,1,3,1,2,4,4,1,5,3,2,1,4,1,3,6,2,2,3,5,2,1,1,3,1,5,5,1,5,2,4,2,1,3,5,3,1,1,1,2,3,4,3,2,4,2,3,4,2,3,2,1,0.345126885943109,91.5198563068408,0.312098972024333
"DTWARP","PAM",7,1,1,2,3,1,4,3,2,5,5,1,6,4,2,1,5,3,4,7,2,2,4,6,2,1,1,4,3,6,6,3,6,2,5,2,3,4,6,4,1,3,1,2,4,5,4,2,5,2,4,5,2,4,2,1,0.263685572418688,63.054091755105,0.278728024734239
"DTWARP","PAM",8,1,1,2,3,1,4,3,2,5,5,1,6,4,2,1,5,3,4,7,2,2,4,6,2,1,1,4,3,6,6,3,6,2,5,2,3,4,6,4,1,3,1,2,4,8,5,2,5,2,4,5,2,4,2,1,0.293828115787689,60.947050201935,0.277851993155622
"DTWARP","hclust",2,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,0.479462808989677,45.0363105170467,0.284207493613908
"DTWARP","hclust",3,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,1,2,3,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,3,2,1,2,2,2,2,1,2,1,1,0.567679359818976,96.2319512063899,0.447538055431938
"DTWARP","hclust",4,1,1,2,2,1,3,1,2,3,3,2,3,3,2,1,3,2,3,4,2,2,3,3,2,2,2,3,2,3,3,1,3,2,3,2,1,2,3,3,1,1,2,2,2,4,3,2,3,3,3,3,2,3,2,2,0.40671408336357,119.737201282525,0.397796063968728
"DTWARP","hclust",5,1,1,2,2,1,3,1,2,4,4,2,4,3,2,1,4,2,3,5,2,2,3,4,2,2,2,3,2,4,4,1,3,2,4,2,1,2,4,3,1,1,2,2,2,5,4,2,4,3,3,4,2,3,2,2,0.354841792685834,149.675562955079,0.36157813292602
"DTWARP","hclust",6,1,1,2,3,1,4,1,2,5,5,2,5,4,2,1,5,3,4,6,2,2,4,5,2,3,3,4,3,5,5,1,4,2,5,2,1,2,5,4,1,1,3,2,2,6,5,2,5,4,4,5,2,4,2,3,0.392870814471214,193.295973331126,0.327741029482316
"DTWARP","hclust",7,1,1,2,3,1,4,1,2,5,5,2,5,4,2,1,5,3,4,6,2,2,7,5,2,3,3,4,3,5,5,1,4,2,5,2,1,2,5,4,1,1,3,2,2,6,5,2,5,4,4,5,2,4,2,3,0.369144646034172,178.994970439438,0.32565219872232
"DTWARP","hclust",8,1,1,2,3,1,4,1,2,5,5,2,5,4,2,1,5,3,4,6,2,2,7,5,2,3,3,4,3,5,5,1,4,2,5,2,1,2,5,4,1,1,3,2,2,8,5,2,5,4,4,5,2,4,2,3,0.358146822847055,211.858054840645,0.326462222892757
"DTWARP","diana",2,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,0.548078837275716,76.8117127316722,0.386185338838524
"DTWARP","diana",3,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,1,2,3,1,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,3,2,1,2,2,2,2,1,2,1,1,0.592311712762936,120.610284519364,0.468503359556996
"DTWARP","diana",4,1,2,2,1,1,3,1,2,3,3,2,3,3,2,2,3,1,3,4,1,3,3,3,2,1,1,3,1,3,3,1,3,2,3,2,1,2,3,3,2,1,1,2,2,4,3,2,3,3,3,3,2,3,2,1,0.359739622860748,96.2124018438919,0.361112368176582
"DTWARP","diana",5,1,2,2,1,1,3,1,2,4,4,2,3,3,2,2,4,1,3,5,1,3,3,3,2,1,1,3,1,4,4,1,3,2,4,2,1,2,3,3,2,1,1,2,2,5,4,2,4,3,3,4,2,3,2,1,0.342813307121113,121.043667021095,0.332279340453483
"DTWARP","diana",6,1,2,2,1,1,3,1,2,4,4,2,3,3,2,2,4,1,3,5,1,3,3,3,2,6,1,3,1,4,4,1,3,2,4,2,1,2,3,3,2,1,1,2,2,5,4,2,4,3,3,4,2,3,2,6,0.330303555451164,110.405721196211,0.327499916199168
"DTWARP","diana",7,1,2,3,1,1,4,1,3,5,5,3,4,4,3,2,5,1,4,6,1,4,4,4,3,7,1,4,1,5,5,1,4,3,5,3,1,3,4,4,2,1,1,3,3,6,5,3,5,4,4,5,3,4,3,7,0.386438627532383,173.326152163335,0.335428594209379
"DTWARP","diana",8,1,2,3,1,1,4,1,3,5,5,3,4,4,3,2,5,1,4,6,1,7,7,4,3,8,1,7,1,5,5,1,4,3,5,3,1,3,4,4,2,1,1,3,3,6,5,3,5,7,7,5,3,7,3,8,0.343886640941974,168.251569583241,0.305777526795687
