"dissMeasure","clustMethod","k","ASW","CH","clusteringResult.545a22eafd19ec4943e33996","clusteringResult.545a37d1fd19ec4943e365ad","clusteringResult.545a37d8fd19ec4943e36647","clusteringResult.545a37e6fd19ec4943e36807","clusteringResult.545a37fcfd19ec4943e36bc1","clusteringResult.545a382dfd19ec4943e3747d","clusteringResult.545a3895fd19ec4943e38910","clusteringResult.545a38ebfd19ec4943e38ec5","clusteringResult.545a3910fd19ec4943e390af","clusteringResult.545a3974fd19ec4943e39daf","clusteringResult.545a3a29fd19ec4943e3c91d","clusteringResult.545a3a75fd19ec4943e3d63c","clusteringResult.545a3abcfd19ec4943e3de1f","clusteringResult.56152346334cf1dc03a2d0e6","clusteringResult.5615239c334cf1dc03a2e646","clusteringResult.561523ce334cf1dc03a2f363","clusteringResult.561523d9334cf1dc03a2f6ff","clusteringResult.56152412334cf1dc03a30d55","clusteringResult.56152437334cf1dc03a31b65","clusteringResult.56152463334cf1dc03a332aa","clusteringResult.56152488334cf1dc03a34151","clusteringResult.561524b0334cf1dc03a34e06","clusteringResult.561524cb334cf1dc03a35a3b","clusteringResult.561524e9334cf1dc03a3675d","clusteringResult.56152503334cf1dc03a37144","clusteringResult.5615254e334cf1dc03a397cd","clusteringResult.56152560334cf1dc03a39fa3","clusteringResult.56152562334cf1dc03a3a0bc","clusteringResult.56152591334cf1dc03a3b7e9","clusteringResult.561525d6334cf1dc03a3d877","clusteringResult.56152fb1334cf1dc03a3fb18","clusteringResult.5617c5c38924e2483a07c45d","clusteringResult.5617c6cb8924e2483a07f182","clusteringResult.5617c6e58924e2483a07fa10","clusteringResult.5617c71e8924e2483a080b78","clusteringResult.5617c73a8924e2483a08135f","clusteringResult.5617c7558924e2483a081b8a","clusteringResult.5617c7818924e2483a0825bd","clusteringResult.5617c78d8924e2483a0829b6","clusteringResult.5617c7a58924e2483a08315c","clusteringResult.5617c7ea8924e2483a084b95","clusteringResult.5617c81b8924e2483a08628b","clusteringResult.5617c81f8924e2483a086427","clusteringResult.5617c8218924e2483a086528","clusteringResult.5617c83e8924e2483a086f87","clusteringResult.5617c8598924e2483a087b63","clusteringResult.5617c8618924e2483a0880a9","clusteringResult.5617c87e8924e2483a088ef7","clusteringResult.5617c8858924e2483a0891b8","clusteringResult.5617c8a68924e2483a08a1a3","clusteringResult.5617c8be8924e2483a08acc5","clusteringResult.5617c8c68924e2483a08b040","clusteringResult.561cf3818924e2483a08f28a","clusteringResult.56d48107e87d2bca77555623","clusteringResult.56d5b8ade87d2bca775562a2","PH"
"FRECHET","hclust",5,0.635103325339084,307.516049694249,1,2,1,1,2,3,2,1,3,1,3,3,1,3,1,3,1,3,3,2,4,4,1,2,3,3,1,2,1,1,1,1,3,1,1,2,3,1,2,1,2,3,1,3,1,3,1,1,1,1,1,5,1,1,5,0.538090120508829
"FRECHET","hclust",6,0.594219940157839,410.632278493328,1,2,1,1,2,3,2,4,3,4,3,3,1,3,4,3,1,3,3,2,5,5,1,2,3,3,1,2,4,4,4,1,3,1,1,2,3,1,2,1,2,3,1,3,1,3,1,1,1,1,1,6,1,4,6,0.463731906504938
"FRECHET","hclust",7,0.580554936764453,459.168683298039,1,2,1,1,3,4,3,5,4,5,4,4,1,4,5,4,1,4,4,2,6,6,1,2,4,4,1,2,5,5,5,1,4,1,1,2,4,1,2,1,2,4,1,4,1,4,1,1,1,1,1,7,1,5,7,0.458279857456553
"FRECHET","hclust",8,0.561223253300341,571.096500269531,1,2,1,1,3,4,3,5,4,5,4,4,1,4,5,4,1,4,4,2,6,6,1,2,4,4,1,2,5,5,5,1,4,7,1,2,4,7,2,7,2,4,1,4,7,4,1,7,1,1,1,8,7,5,8,0.400244572427102
"DTWARP","PAM",2,0.603257569830708,274.424473683544,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,0.413092546230444
"DTWARP","PAM",3,0.447475463077228,210.281109018133,1,2,3,3,1,1,2,3,3,2,3,1,1,3,2,1,3,3,3,2,2,2,3,2,3,2,2,2,2,2,1,2,3,2,2,3,3,1,2,2,2,3,2,3,2,3,3,3,2,3,3,2,2,3,1,0.391075427949396
"DTWARP","PAM",4,0.453318304562043,163.617581760721,1,2,3,3,1,1,2,3,3,2,3,1,1,3,2,1,3,3,3,2,2,4,3,2,3,2,2,2,2,2,1,2,3,2,2,4,3,1,2,2,2,3,2,3,2,3,3,3,2,3,3,2,2,3,1,0.393882466500555
"DTWARP","PAM",5,0.427926864742541,128.072234766207,1,2,3,3,1,1,2,3,3,2,3,1,1,3,2,1,3,3,3,2,2,4,3,2,3,2,2,2,2,2,1,2,3,2,2,5,3,1,2,2,2,3,2,3,2,3,3,3,2,3,3,2,2,3,1,0.393916273251353
"DTWARP","PAM",6,0.332972583796175,121.483694960872,1,2,3,3,1,1,2,4,3,2,3,1,1,3,4,1,4,3,3,2,2,5,4,2,3,4,4,2,2,4,1,2,3,4,2,6,3,1,2,2,2,3,4,3,4,3,3,4,4,3,3,2,2,3,1,0.321198869891253
"DTWARP","PAM",7,0.329200057579829,107.236451832626,1,2,3,3,1,1,2,4,3,2,3,1,1,3,4,1,5,3,3,2,2,6,4,2,3,4,4,2,2,4,1,2,5,4,2,7,3,1,2,2,2,3,4,3,4,3,3,4,4,5,3,2,2,3,1,0.30514184417116
"DTWARP","PAM",8,0.306977768761261,90.8961207929074,1,2,3,3,1,1,2,4,3,2,3,1,1,3,4,1,5,3,3,2,2,6,4,2,3,4,4,2,2,4,1,2,3,4,2,7,3,1,2,2,2,3,4,3,4,3,3,4,4,8,3,2,2,3,1,0.312420697769865
"DTWARP","hclust",2,0.629655265026488,304.92405696039,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,2,1,1,0.427481231230876
"DTWARP","hclust",3,0.500130330209225,248.856729334306,1,2,3,3,1,3,2,2,3,2,3,3,3,3,2,3,3,3,3,2,2,2,3,2,3,2,2,2,2,2,3,2,3,2,2,3,3,3,2,2,2,3,2,3,2,3,3,2,2,3,3,2,2,3,3,0.438044659282956
"DTWARP","hclust",4,0.413789272933184,280.739776935935,1,2,3,3,1,4,2,2,4,2,3,4,4,4,2,4,3,3,4,2,2,2,3,2,3,2,2,2,2,2,4,2,3,2,2,3,4,4,2,2,2,3,2,3,2,3,3,2,2,3,3,2,2,4,4,0.380698991174223
"DTWARP","hclust",5,0.413391143817869,265.698385773828,1,2,3,3,1,4,2,2,4,2,3,4,4,4,2,4,3,3,4,2,2,5,3,2,3,2,2,2,2,2,4,2,3,2,2,3,4,4,2,2,2,3,2,3,2,3,3,2,2,3,3,2,2,4,4,0.384753039597267
"DTWARP","hclust",6,0.358267582898827,230.53234743954,1,2,3,3,1,4,2,2,5,2,3,4,4,5,2,4,3,3,5,2,2,6,3,2,3,2,2,2,2,2,4,2,3,2,2,3,5,5,2,2,2,3,2,3,2,3,3,2,2,3,3,2,2,5,4,0.365124219759774
"DTWARP","hclust",7,0.367654495372948,244.410465395311,1,2,3,3,1,4,2,2,5,2,6,4,4,5,2,4,6,6,5,2,2,7,6,2,6,2,2,2,2,2,4,2,6,2,2,3,5,5,2,2,2,6,2,6,2,6,6,2,2,6,6,2,2,5,4,0.355156526796906
"DTWARP","hclust",8,0.328651236111962,323.909108727368,1,2,3,3,1,4,5,2,6,2,7,4,4,6,2,4,7,7,6,5,5,8,7,2,7,2,2,5,5,2,4,2,7,2,2,3,6,6,5,5,5,7,2,7,2,7,7,2,2,7,7,5,2,6,4,0.28877674643256
